sctid	fsn	lattomidsag	lrselector
75902001	"Structure of atrioventricular branch of circumflex branch of left coronary artery (body structure)"	-	L
75907007	"Structure of posterior aspect of eyelids (body structure)"	Y	NULL
75912008	"Entire pectoral vein (body structure)"	Y	NULL
75913003	"Structure of manubrium of malleus (body structure)"	Y	NULL
75915005	"Structure of brachialis muscle (body structure)"	Y	NULL
75943001	"Seminal colliculus structure (body structure)"	Y	NULL
75948005	"Fourth branchial arch structure (body structure)"	Y	NULL
75998006	"Structure of smaller occipital nerve (body structure)"	Y	NULL
76016004	"Structure of anterior process of malleus (body structure)"	Y	NULL
76026006	"Retinaculum of flexor muscles (body structure)"	Y	NULL
76033006	"Structure of intercaval sinus (body structure)"	Y	NULL
76042004	"Structure of deep part of superior levator palpebrae muscle (body structure)"	Y	NULL
76045002	"Entire vein of the uncus (body structure)"	Y	NULL
76059009	"Structure of left inferior parathyroid gland (body structure)"	L	NULL
76064008	"Structure of distal shaft of radius (body structure)"	Y	NULL
76072005	"Skin structure of supraclavicular region of neck (body structure)"	Y	NULL
76086009	"Structure of extensor tendon of index finger (body structure)"	Y	NULL
76100004	"Structure of phalanx of second toe (body structure)"	Y	NULL
76117006	"Structure of central retinal artery (body structure)"	Y	NULL
76125008	"Structure of ligament of epididymis (body structure)"	Y	NULL
76130007	"Structure of pedicle of sixth cervical vertebra (body structure)"	Y	NULL
76138000	"Structure of ciliary plicae (body structure)"	Y	NULL
76140005	"Structure of lateral palpebral raphe (body structure)"	Y	NULL
76147008	"Entire interlobular artery of kidney (body structure)"	Y	NULL
76162005	"Subcutaneous tissue structure of antitragus (body structure)"	Y	NULL
76209009	"Structure of posterior surface of lower leg (body structure)"	Y	NULL
76248009	"Entire elbow region (body structure)"	Y	NULL
76258008	"Skin structure of lateral surface of ring finger (body structure)"	Y	NULL
76261009	"Skin structure of axilla (body structure)"	Y	NULL
76264001	"Structure of anterior meniscofemoral ligament (body structure)"	Y	NULL
76266004	"Intermetatarsal joint structure (body structure)"	Y	NULL
76271006	"Structure of normal accessory lobe of lung (body structure)"	Y	NULL
76284002	"Structure of tuberosity of distal phalanx of middle finger (body structure)"	Y	NULL
76290003	"Structure of superior gluteal lymph node (body structure)"	Y	NULL
7629007	"Thalamoolivary tract (body structure)"	Y	NULL
76307008	"Fourth pharyngeal pouch structure (body structure)"	Y	NULL
76328004	"Entire suprascapular vein (body structure)"	Y	NULL
76332005	"Parietal region structure (body structure)"	Y	NULL
76342007	"Structure of vagus nerve gastric branch (body structure)"	Y	NULL
76361006	"Structure of lateral sacral artery (body structure)"	Y	NULL
76365002	"Structure of upper outer quadrant of breast (body structure)"	Y	NULL
76367005	"Medial geniculate body structure (body structure)"	Y	NULL
76394009	"Structure of inferior articular process of lumbar vertebra (body structure)"	Y	NULL
76420007	"Structure of vestibular bulb of vagina (body structure)"	Y	NULL
76424003	"Structure of premolar tooth (body structure)"	Y	NULL
76429008	"Entire dorsal tarsal ligament (body structure)"	Y	NULL
76454008	"Structure of ventral spinocerebellar tract (body structure)"	Y	NULL
76459003	"Structure of tuberosity of phalanx of foot (body structure)"	Y	NULL
76473007	"Right inner ear structure (body structure)"	R	NULL
76505004	"Thumb structure (body structure)"	Y	NULL
7651004	"Structure of intervenous tubercle of right atrium (body structure)"	-	R
76516006	"Entire costal groove of eleventh rib (body structure)"	Y	NULL
76543001	"Entire thymic branch of internal thoracic artery (body structure)"	Y	NULL
76544007	"Subcutaneous tissue structure of dorsal area of hand (body structure)"	Y	NULL
76552005	"Skin structure of shoulder (body structure)"	Y	NULL
7657000	"Structure of femoral artery (body structure)"	Y	NULL
76578001	"Structure of nail of toe (body structure)"	Y	NULL
7658005	"Structure of subtendinous bursa of triceps brachii muscle (body structure)"	Y	NULL
76662006	"Structure of left lower eyelid (body structure)"	L	NULL
76667000	"Structure of superior oblique part of longus colli muscle (body structure)"	Y	NULL
76692002	"Entire outer surface of ninth rib (body structure)"	Y	NULL
76704003	"Superior lateral inguinal lymph node (body structure)"	Y	NULL
76707005	"Skin structure of plantar surface of third toe (body structure)"	Y	NULL
76709008	"Entire dorsal carpometacarpal ligament (body structure)"	Y	NULL
76710003	"Structure of external limiting membrane of retina (body structure)"	Y	NULL
76720008	"Structure of primary ovarian follicle (body structure)"	Y	NULL
76729009	"Fibrous tunic of eye structure (body structure)"	Y	NULL
76738006	"Structure of pterygoid muscle (body structure)"	Y	NULL
76745006	"Structure of capsule of proximal interphalangeal joint of fourth toe (body structure)"	Y	NULL
76747003	"Structure of midline nuclear group of thalamus (body structure)"	Y	NULL
76752008	"Breast structure (body structure)"	Y	NULL
76758007	"Structure of lateral patellar retinaculum (body structure)"	Y	NULL
76760009	"Structure of left lower lobe medial segmental bronchus (body structure)"	L	NULL
76837008	"Salivary gland lobe structure (body structure)"	Y	NULL
76838003	"Structure of supraclavicular lymph node (body structure)"	Y	NULL
76852001	"Structure of medial surface of second toe (body structure)"	Y	NULL
76853006	"Heel structure (body structure)"	Y	NULL
76856003	"Structure of distal anterior closed space of finger (body structure)"	Y	NULL
76862008	"Structure of ostium of left coronary artery (body structure)"	-	L
76884008	"Structure of carotid plexus branch of cervical sympathetic nervous system (body structure)"	Y	NULL
76895002	"Subcutaneous tissue structure of crus of helix (body structure)"	Y	NULL
76914003	"Tracheal bronchus (body structure)"	Y	NULL
76919008	"Structure of anterior segment of right lobe of liver (body structure)"	-	R
76922005	"Polystomatic sublingual gland (body structure)"	Y	NULL
76928009	"Structure of molar tooth (body structure)"	Y	NULL
76946003	"Structure of right lower lobe bronchial lumen (body structure)"	R	NULL
76947007	"Structure of palatine process of embryo (body structure)"	Y	NULL
7697002	"Structure of pontine portion of medial longitudinal fasciculus (body structure)"	Y	NULL
76986006	"Structure of distal phalanx of second toe (body structure)"	Y	NULL
76989004	"Structure of inferior aberrant ductule of epididymis (body structure)"	Y	NULL
76993005	"Enamel structure (body structure)"	Y	NULL
77011004	"Structure of fascial sheath of eyeball (body structure)"	Y	NULL
77024004	"Structure of free margin of eyelid (body structure)"	Y	NULL
77030004	"Structure of ligament of midcarpal joint (body structure)"	Y	NULL
77052008	"Structure of body of ilium (body structure)"	Y	NULL
77074002	"Structure of orifice of prostatic duct (body structure)"	Y	NULL
77078004	"Structure of papillary muscles of left ventricle (body structure)"	-	L
77088003	"Structure of flexor tendon of fourth finger (body structure)"	Y	NULL
77130001	"Structure of mandibular left lateral incisor tooth (body structure)"	L	NULL
77133004	"Entire ligament of carpometacarpal joint (body structure)"	Y	NULL
77134005	"Structure of posterior tympanic artery (body structure)"	Y	NULL
77139000	"Structure of tendon and tendon sheath of finger (body structure)"	Y	NULL
77141004	"Structure of head of stapes (body structure)"	Y	NULL
77155007	"Structure of lens capsule (body structure)"	Y	NULL
77156008	"Structure of lateral talocalcaneal ligament (body structure)"	Y	NULL
77162003	"Structure of otic tubercle (body structure)"	Y	NULL
77172000	"Structure of depressor labii inferioris muscle (body structure)"	Y	NULL
77189008	"Paramammillary gray matter (body structure)"	Y	NULL
77194008	"Structure of root of right lung (body structure)"	R	NULL
77205005	"Posterior eyeball segment structure (body structure)"	Y	NULL
77220004	"Structure of paranasal sinus wall (body structure)"	Y	NULL
77238001	"Structure of intervertebral foramen of third lumbar vertebra (body structure)"	Y	NULL
7726008	"Skin structure of medial surface of fifth toe (body structure)"	Y	NULL
77261004	"Structure of medial articular facet of patella (body structure)"	Y	NULL
77276007	"Structure of internal pudendal artery (body structure)"	Y	NULL
77288009	"Retractor clitoridis muscle (body structure)"	Y	NULL
77308005	"Structure of medial surface of little finger (body structure)"	Y	NULL
77335001	"Structure of inguinal ring (body structure)"	Y	NULL
77344000	"Structure of hemorrhoidal nerve (body structure)"	Y	NULL
77354001	"Structure of head of second metacarpal bone (body structure)"	Y	NULL
7736000	"Structure of posterior choroidal artery (body structure)"	Y	NULL
77384009	"Structure of anterior membranous ampulla (body structure)"	Y	NULL
7742001	"Structure of palatine duct (body structure)"	Y	NULL
77424005	"Structure of radial tuberosity (body structure)"	Y	NULL
77428008	"Structure of left common iliac artery (body structure)"	L	NULL
77432002	"Structure of capsule of metacarpophalangeal joint (body structure)"	Y	NULL
77448001	"Structure of reticular formation of pons (body structure)"	Y	NULL
77460000	"Structure of transverse process of ninth thoracic vertebra (body structure)"	Y	NULL
77491006	"Structure of lower abdominal quadrant (body structure)"	Y	NULL
77513005	"Structure of lumbar spinal nerve (body structure)"	Y	NULL
77516002	"Entire non-articular part of tubercle of first rib (body structure)"	Y	NULL
77517006	"Structure of dorsal surface of middle finger (body structure)"	Y	NULL
7755000	"Structure of mesovarian margin of ovary (body structure)"	Y	NULL
77554002	"Structure of head of malleus (body structure)"	Y	NULL
7756004	"Structure of lamina of third thoracic vertebra (body structure)"	Y	NULL
77578007	"Arytenoid cartilage structure (body structure)"	Y	NULL
77621008	"Structure of supraclavicular region of neck (body structure)"	Y	NULL
7764005	"Entire striate artery (body structure)"	Y	NULL
77644006	"Bone structure of tenth rib (body structure)"	Y	NULL
77656007	"Structure of convoluted renal tubule (body structure)"	Y	NULL
77669006	"Entire posterior vestibular vein (body structure)"	Y	NULL
77684002	"Structure of greater horn of hyoid bone (body structure)"	Y	NULL
77685001	"Structure of flexor tendon (body structure)"	Y	NULL
7769000	"Structure of right foot (body structure)"	R	NULL
77693001	"Structure of sphenoethmoidal suture of skull (body structure)"	Y	NULL
77723003	"Structure of nasal portion of nasopharynx (body structure)"	Y	NULL
77724009	"Structure of fold for incus (body structure)"	Y	NULL
77732001	"Structure of lamina propria of renal pelvis (body structure)"	Y	NULL
77751007	"Structure of articular disc of sternoclavicular joint (body structure)"	Y	NULL
77757006	"Structure of mesometrium (body structure)"	Y	NULL
77766005	"Structure of flocculus peduncle (body structure)"	Y	NULL
77795001	"Structure of lateral ligament of malleus (body structure)"	Y	NULL
77810002	"Clara cell of bronchiole (cell)"	Y	NULL
7783003	"Structure of sympathetic trunk spinal nerve branch (body structure)"	Y	NULL
77831004	"Structure of upper inner quadrant of breast (body structure)"	Y	NULL
77886003	"Orbital margin structure (body structure)"	Y	NULL
77905000	"Structure of suprarenal vein (body structure)"	Y	NULL
77908003	"Thyroarytenoid muscle structure (body structure)"	Y	NULL
77948006	"Structure of articular surface, phalanges, of fifth metacarpal bone (body structure)"	Y	NULL
77952006	"Structure of posterior pole of lens (body structure)"	Y	NULL
77953001	"Structure of capsule of proximal interphalangeal joint of fifth toe (body structure)"	Y	NULL
77954007	"Structure of subscapular nerve (body structure)"	Y	NULL
77964003	"Subcutaneous tissue structure of auricular tubercle (body structure)"	Y	NULL
77979005	"Structure of lumbar nerve medial branch (body structure)"	Y	NULL
77980008	"Structure of ureteral lumen (body structure)"	Y	NULL
78000005	"Structure of right hepatic duct (body structure)"	-	R
78015006	"Structure of lumbocostal ligament (body structure)"	Y	NULL
78029007	"Right temporal lobe structure (body structure)"	R	NULL
78034006	"Structure of sympathetic trunk interganglionic rami (body structure)"	Y	NULL
78035007	"Entire lateral sacral vein (body structure)"	Y	NULL
78052006	"Structure of anterior basal branch of inferior right pulmonary vein (body structure)"	R	NULL
78063009	"Structure of occlusal tubercle of molar tooth (body structure)"	Y	NULL
78066001	"Structure of zona incerta (body structure)"	Y	NULL
78076003	"Structure of lens of eye (body structure)"	Y	NULL
78094009	"Structure of parasympathetic ganglion (body structure)"	Y	NULL
78132007	"Third toe structure (body structure)"	Y	NULL
78149000	"Structure of major ring of iris (body structure)"	Y	NULL
